skill_count,has_projects,has_internship,has_education,has_certifications,action_verb_count,quantified,experience_years,word_count_norm,shortlisted,job_role,salary_band,company_type
3,1,1,1,0,3,0,1.7,0.564,1,Data Analyst,8-12 LPA,Mid-Size Tech / Startup
4,0,0,0,1,5,1,3.1,0.838,1,Backend Developer,5-8 LPA,Service-Based Company
6,1,1,1,1,1,1,0.1,0.539,1,DevOps / Cloud Engineer,8-12 LPA,Mid-Size Tech / Startup
3,1,1,1,1,2,0,1.0,0.205,1,Full Stack Developer,8-12 LPA,Mid-Size Tech / Startup
8,1,0,1,0,0,1,1.5,0.253,0,Full Stack Developer,8-12 LPA,Government / PSU
8,1,1,1,0,1,1,0.5,0.789,1,Full Stack Developer,8-12 LPA,Mid-Size Tech / Startup
6,1,1,0,0,7,1,3.1,0.418,1,Data Analyst,12-20 LPA,Mid-Size Tech / Startup
12,1,1,1,1,7,0,3.9,0.891,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
7,1,1,1,0,6,0,2.2,0.751,1,Backend Developer,8-12 LPA,Mid-Size Tech / Startup
1,1,1,1,0,3,1,1.0,0.603,1,Data Analyst,8-12 LPA,Mid-Size Tech / Startup
5,1,0,1,1,8,1,3.6,0.569,1,Data Analyst,12-20 LPA,Service-Based Company
17,0,1,1,1,6,1,0.5,0.398,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
9,1,1,1,1,5,0,1.1,0.176,1,Frontend Developer,8-12 LPA,Product-Based Company
4,0,0,1,0,8,0,3.1,0.562,0,Backend Developer,5-8 LPA,Government / PSU
9,1,0,1,0,11,1,0.2,0.435,1,Backend Developer,8-12 LPA,Service-Based Company
13,1,1,1,1,0,1,3.4,0.669,1,Frontend Developer,12-20 LPA,Product-Based Company
18,1,1,1,0,0,0,3.1,0.327,1,Backend Developer,12-20 LPA,Product-Based Company
3,1,0,1,0,1,0,2.6,0.231,0,Full Stack Developer,5-8 LPA,Mid-Size Tech / Startup
4,0,1,1,1,11,0,0.1,0.799,1,Data Analyst,5-8 LPA,Mid-Size Tech / Startup
9,1,1,0,1,3,1,2.0,0.663,1,Backend Developer,12-20 LPA,Product-Based Company
2,0,1,1,1,12,1,2.5,0.656,1,Backend Developer,8-12 LPA,Mid-Size Tech / Startup
16,1,1,1,1,6,0,0.1,0.711,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
8,0,1,1,1,7,1,3.1,0.338,1,Frontend Developer,12-20 LPA,Mid-Size Tech / Startup
8,1,1,1,0,3,1,3.9,0.497,1,Backend Developer,12-20 LPA,Mid-Size Tech / Startup
6,0,1,1,1,9,0,2.8,0.681,1,DevOps / Cloud Engineer,8-12 LPA,Mid-Size Tech / Startup
7,1,1,1,1,2,1,0.4,0.338,1,DevOps / Cloud Engineer,8-12 LPA,Mid-Size Tech / Startup
8,0,1,1,1,12,0,2.9,0.431,1,Frontend Developer,12-20 LPA,Mid-Size Tech / Startup
5,1,1,1,1,5,1,2.6,0.7,1,Data Analyst,12-20 LPA,Mid-Size Tech / Startup
11,1,0,1,1,12,1,1.9,0.424,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
12,1,1,1,0,11,0,0.7,0.101,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
13,1,1,1,0,5,1,3.9,0.326,1,Backend Developer,12-20 LPA,Product-Based Company
5,1,0,1,0,10,1,0.4,0.825,1,Backend Developer,8-12 LPA,Service-Based Company
15,0,0,1,0,12,0,0.0,0.495,1,Machine Learning Engineer,5-8 LPA,Service-Based Company
6,1,1,1,1,1,1,3.2,0.691,1,DevOps / Cloud Engineer,12-20 LPA,Mid-Size Tech / Startup
8,0,0,1,0,5,0,0.4,0.45,0,Frontend Developer,3-5 LPA,Service-Based Company
18,1,1,1,1,7,1,1.7,0.769,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
6,1,1,1,0,3,1,2.2,0.847,1,Backend Developer,12-20 LPA,Mid-Size Tech / Startup
8,0,1,1,1,0,0,1.7,0.401,1,Frontend Developer,5-8 LPA,Mid-Size Tech / Startup
16,0,0,1,0,1,1,0.5,0.507,1,Backend Developer,5-8 LPA,Service-Based Company
3,1,1,1,0,2,1,1.1,0.576,1,Backend Developer,8-12 LPA,Mid-Size Tech / Startup
8,1,1,1,1,1,0,1.4,0.654,1,Full Stack Developer,8-12 LPA,Mid-Size Tech / Startup
18,0,1,1,1,10,1,1.9,0.341,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
16,1,1,1,0,9,1,3.2,0.793,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
15,0,1,1,1,2,0,0.3,0.799,1,Backend Developer,8-12 LPA,Product-Based Company
7,1,1,1,0,11,1,0.3,0.497,1,Backend Developer,8-12 LPA,Mid-Size Tech / Startup
17,1,1,1,1,8,1,0.5,0.253,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
5,1,1,1,0,1,1,0.4,0.392,1,Cybersecurity Engineer,8-12 LPA,Mid-Size Tech / Startup
9,1,1,1,0,4,1,2.5,0.797,1,Frontend Developer,12-20 LPA,Product-Based Company
13,0,1,1,0,11,1,1.1,0.481,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
10,1,1,1,1,3,0,3.9,0.553,1,Backend Developer,12-20 LPA,Product-Based Company
9,1,1,1,0,6,1,3.0,0.482,1,Full Stack Developer,12-20 LPA,Product-Based Company
3,1,1,1,1,9,0,0.8,0.305,1,Machine Learning Engineer,8-12 LPA,Mid-Size Tech / Startup
8,0,0,1,0,5,1,2.0,0.75,0,Full Stack Developer,5-8 LPA,Mid-Size Tech / Startup
16,1,0,1,1,5,0,3.4,0.364,1,Frontend Developer,12-20 LPA,Service-Based Company
3,1,1,1,1,3,1,2.6,0.793,1,Data Analyst,12-20 LPA,Mid-Size Tech / Startup
1,1,0,1,1,3,0,3.2,0.412,0,Backend Developer,5-8 LPA,Government / PSU
13,1,1,1,0,8,1,1.6,0.204,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
12,1,1,1,1,7,0,4.0,0.755,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
11,1,0,1,1,4,0,2.1,0.346,1,Frontend Developer,8-12 LPA,Service-Based Company
13,1,1,1,1,4,0,1.7,0.497,1,Frontend Developer,8-12 LPA,Product-Based Company
2,1,1,1,0,11,0,2.1,0.587,1,Backend Developer,8-12 LPA,Mid-Size Tech / Startup
6,1,1,1,0,2,1,2.9,0.672,1,Data Analyst,12-20 LPA,Mid-Size Tech / Startup
11,1,0,1,1,6,1,1.3,0.366,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
4,1,1,1,1,1,1,0.8,0.222,1,Cybersecurity Engineer,8-12 LPA,Mid-Size Tech / Startup
17,1,0,1,0,3,0,3.9,0.568,1,Full Stack Developer,12-20 LPA,Service-Based Company
3,1,1,1,1,0,1,0.8,0.892,1,Data Analyst,8-12 LPA,Mid-Size Tech / Startup
6,1,1,1,1,10,1,1.7,0.588,1,DevOps / Cloud Engineer,8-12 LPA,Mid-Size Tech / Startup
7,1,1,1,1,8,0,2.7,0.741,1,DevOps / Cloud Engineer,12-20 LPA,Mid-Size Tech / Startup
8,1,1,1,0,8,1,0.7,0.146,1,Frontend Developer,8-12 LPA,Mid-Size Tech / Startup
17,1,0,1,1,5,1,2.0,0.868,1,Full Stack Developer,12-20 LPA,Service-Based Company
6,1,1,1,0,11,1,0.8,0.122,1,Frontend Developer,8-12 LPA,Mid-Size Tech / Startup
2,1,1,1,1,9,1,2.6,0.769,1,Data Analyst,12-20 LPA,Mid-Size Tech / Startup
2,1,1,1,1,7,1,0.8,0.802,1,Data Analyst,8-12 LPA,Mid-Size Tech / Startup
17,1,1,1,1,1,1,2.5,0.389,1,Full Stack Developer,12-20 LPA,Product-Based Company
4,1,1,1,1,3,0,1.6,0.264,1,Data Analyst,8-12 LPA,Mid-Size Tech / Startup
16,1,0,1,1,9,1,0.6,0.192,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
17,0,1,1,1,7,1,1.2,0.575,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
2,1,1,1,0,1,0,3.0,0.146,1,Machine Learning Engineer,8-12 LPA,Mid-Size Tech / Startup
5,1,0,1,0,9,0,2.9,0.481,1,Backend Developer,8-12 LPA,Service-Based Company
13,1,0,1,1,12,1,3.5,0.27,1,Machine Learning Engineer,12-20 LPA,Service-Based Company
4,0,1,1,1,1,1,2.4,0.682,1,Backend Developer,8-12 LPA,Mid-Size Tech / Startup
12,1,1,1,1,2,1,2.0,0.521,1,Backend Developer,12-20 LPA,Product-Based Company
2,0,1,0,1,8,1,2.3,0.678,1,Backend Developer,8-12 LPA,Mid-Size Tech / Startup
17,1,1,1,1,3,1,2.7,0.756,1,Backend Developer,12-20 LPA,Product-Based Company
5,1,1,1,0,10,1,2.0,0.58,1,Data Analyst,12-20 LPA,Mid-Size Tech / Startup
16,1,0,1,1,8,1,1.6,0.34,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
3,1,1,1,1,7,0,3.9,0.863,1,Backend Developer,12-20 LPA,Mid-Size Tech / Startup
2,1,0,1,1,9,1,3.6,0.675,1,Data Analyst,8-12 LPA,Service-Based Company
15,1,1,1,0,7,0,3.1,0.714,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
15,0,1,1,0,10,1,1.2,0.634,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
12,1,0,1,0,11,1,1.6,0.36,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
13,1,1,1,0,12,1,3.7,0.788,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
4,1,1,1,1,2,1,0.0,0.853,0,Backend Developer,8-12 LPA,Product-Based Company
6,1,0,1,1,5,1,1.5,0.723,1,DevOps / Cloud Engineer,8-12 LPA,Service-Based Company
8,1,1,1,1,2,0,2.4,0.866,1,Frontend Developer,12-20 LPA,Mid-Size Tech / Startup
11,1,1,1,0,9,1,2.7,0.788,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
5,1,1,1,1,11,1,2.8,0.879,1,Backend Developer,12-20 LPA,Mid-Size Tech / Startup
18,1,1,1,1,0,0,0.2,0.157,1,Full Stack Developer,8-12 LPA,Product-Based Company
9,1,0,1,0,0,1,1.2,0.871,1,Backend Developer,8-12 LPA,Service-Based Company
4,1,1,1,0,10,1,1.0,0.812,1,Backend Developer,8-12 LPA,Mid-Size Tech / Startup
2,1,1,1,1,5,1,0.2,0.861,1,Backend Developer,8-12 LPA,Mid-Size Tech / Startup
8,1,1,1,1,8,1,0.8,0.842,1,Full Stack Developer,8-12 LPA,Mid-Size Tech / Startup
10,1,1,1,1,11,1,1.5,0.538,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
6,1,0,1,1,2,0,3.7,0.711,1,DevOps / Cloud Engineer,8-12 LPA,Service-Based Company
2,1,1,1,0,12,1,1.4,0.824,1,Data Analyst,8-12 LPA,Mid-Size Tech / Startup
17,0,1,1,1,1,0,3.5,0.779,1,Backend Developer,12-20 LPA,Product-Based Company
11,1,0,1,1,8,1,3.9,0.109,1,Machine Learning Engineer,12-20 LPA,Service-Based Company
8,1,1,1,1,10,1,1.5,0.216,1,Backend Developer,8-12 LPA,Mid-Size Tech / Startup
9,1,0,1,1,5,1,2.0,0.598,1,Full Stack Developer,8-12 LPA,Service-Based Company
11,1,1,1,1,8,1,2.5,0.315,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
7,1,1,1,1,11,1,3.0,0.545,1,DevOps / Cloud Engineer,12-20 LPA,Mid-Size Tech / Startup
5,0,1,0,0,2,1,2.2,0.688,1,Data Analyst,5-8 LPA,Mid-Size Tech / Startup
9,1,1,1,0,6,1,2.1,0.756,1,Frontend Developer,12-20 LPA,Product-Based Company
2,1,0,1,0,12,1,2.4,0.388,1,Embedded Systems Engineer,8-12 LPA,Service-Based Company
13,1,1,1,1,2,1,3.2,0.658,1,Backend Developer,12-20 LPA,Product-Based Company
12,1,0,1,0,0,0,2.4,0.65,0,Frontend Developer,8-12 LPA,Service-Based Company
10,1,1,1,0,10,1,0.6,0.288,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
7,0,1,1,0,12,1,4.0,0.572,1,Data Analyst,12-20 LPA,Mid-Size Tech / Startup
10,1,0,1,1,5,0,2.7,0.34,1,Full Stack Developer,8-12 LPA,Service-Based Company
11,1,0,1,1,2,1,1.5,0.423,1,Backend Developer,8-12 LPA,Service-Based Company
6,0,0,1,1,6,0,1.4,0.795,0,DevOps / Cloud Engineer,5-8 LPA,Government / PSU
15,1,0,1,0,9,0,1.1,0.243,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
18,0,1,1,1,0,1,2.5,0.695,1,Full Stack Developer,12-20 LPA,Product-Based Company
2,1,1,1,1,12,0,1.6,0.89,1,Backend Developer,8-12 LPA,Mid-Size Tech / Startup
5,1,1,1,1,10,0,3.9,0.728,1,Data Analyst,12-20 LPA,Mid-Size Tech / Startup
15,0,1,1,1,2,1,1.9,0.467,1,Full Stack Developer,8-12 LPA,Product-Based Company
8,1,0,1,0,10,0,3.6,0.469,1,Full Stack Developer,8-12 LPA,Service-Based Company
2,1,0,1,1,4,1,1.1,0.657,0,Data Analyst,5-8 LPA,Government / PSU
13,1,1,1,1,6,1,0.9,0.515,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
16,1,1,0,1,7,0,0.3,0.758,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
9,1,0,1,1,1,1,1.7,0.438,1,Backend Developer,8-12 LPA,Service-Based Company
16,1,0,1,0,0,0,2.4,0.237,1,Frontend Developer,8-12 LPA,Service-Based Company
17,0,1,1,0,2,1,1.6,0.677,1,Frontend Developer,8-12 LPA,Product-Based Company
10,1,0,1,1,7,0,3.3,0.715,1,Machine Learning Engineer,12-20 LPA,Service-Based Company
5,1,1,1,1,4,0,2.7,0.564,1,Backend Developer,8-12 LPA,Mid-Size Tech / Startup
13,0,0,1,1,10,1,0.6,0.198,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
6,1,1,0,1,8,1,0.4,0.775,1,DevOps / Cloud Engineer,8-12 LPA,Mid-Size Tech / Startup
1,1,1,1,1,5,1,2.8,0.539,1,Data Analyst,12-20 LPA,Mid-Size Tech / Startup
16,1,1,1,1,12,1,2.3,0.535,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
8,1,0,1,1,4,0,2.8,0.107,1,Frontend Developer,8-12 LPA,Service-Based Company
17,0,0,1,1,5,1,0.4,0.536,1,Frontend Developer,8-12 LPA,Service-Based Company
14,1,1,1,0,3,1,3.1,0.594,1,Full Stack Developer,12-20 LPA,Product-Based Company
12,1,1,1,1,12,1,2.9,0.775,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
6,0,1,1,1,9,1,2.8,0.264,1,DevOps / Cloud Engineer,12-20 LPA,Mid-Size Tech / Startup
13,1,0,1,0,9,1,0.3,0.327,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
13,1,1,1,0,9,0,3.1,0.279,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
16,1,0,1,1,4,0,3.1,0.622,1,Full Stack Developer,12-20 LPA,Service-Based Company
2,1,1,1,0,4,1,1.4,0.504,1,Backend Developer,8-12 LPA,Mid-Size Tech / Startup
7,1,1,1,0,4,1,2.2,0.696,1,Backend Developer,12-20 LPA,Mid-Size Tech / Startup
8,1,0,1,1,4,0,2.0,0.672,0,Full Stack Developer,8-12 LPA,Mid-Size Tech / Startup
11,1,1,1,1,12,1,2.8,0.486,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
11,1,1,1,1,0,1,1.0,0.491,1,Frontend Developer,8-12 LPA,Product-Based Company
8,1,0,1,1,8,1,2.8,0.369,1,Frontend Developer,12-20 LPA,Service-Based Company
11,0,1,1,0,9,0,3.8,0.799,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
7,1,0,1,1,3,0,3.3,0.733,1,DevOps / Cloud Engineer,8-12 LPA,Service-Based Company
4,1,1,1,1,12,1,3.8,0.593,1,Backend Developer,12-20 LPA,Mid-Size Tech / Startup
11,1,1,1,1,7,0,3.1,0.623,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
5,0,1,1,1,8,0,3.4,0.894,1,Data Analyst,8-12 LPA,Mid-Size Tech / Startup
15,1,1,1,1,0,1,1.5,0.203,1,Backend Developer,8-12 LPA,Product-Based Company
6,1,0,1,1,5,0,1.7,0.529,0,DevOps / Cloud Engineer,8-12 LPA,Mid-Size Tech / Startup
12,1,0,1,0,9,1,3.3,0.838,1,Machine Learning Engineer,12-20 LPA,Service-Based Company
14,1,0,1,1,7,1,0.7,0.611,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
5,1,1,1,1,12,1,1.0,0.681,1,Data Analyst,8-12 LPA,Mid-Size Tech / Startup
2,1,0,1,0,11,0,1.4,0.673,1,Backend Developer,5-8 LPA,Service-Based Company
12,0,0,1,1,3,1,2.6,0.651,1,Backend Developer,8-12 LPA,Service-Based Company
11,1,1,1,1,6,1,1.9,0.248,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
6,1,1,1,1,6,1,0.3,0.265,1,DevOps / Cloud Engineer,8-12 LPA,Mid-Size Tech / Startup
10,1,1,1,1,12,1,1.5,0.701,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
17,1,1,1,0,11,0,1.0,0.861,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
6,1,0,1,1,0,0,1.6,0.883,1,DevOps / Cloud Engineer,5-8 LPA,Service-Based Company
3,0,1,1,1,6,0,1.0,0.39,1,DevOps / Cloud Engineer,5-8 LPA,Mid-Size Tech / Startup
1,0,1,1,1,7,1,2.2,0.378,1,Embedded Systems Engineer,8-12 LPA,Mid-Size Tech / Startup
5,1,1,1,1,10,1,3.5,0.545,1,Backend Developer,12-20 LPA,Mid-Size Tech / Startup
12,1,0,1,0,6,0,1.2,0.1,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
17,1,1,1,1,0,1,2.0,0.873,1,Backend Developer,12-20 LPA,Product-Based Company
10,1,1,1,0,8,1,1.0,0.832,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
13,1,0,1,1,8,1,3.6,0.81,1,Machine Learning Engineer,12-20 LPA,Service-Based Company
18,1,1,1,0,4,0,1.8,0.563,1,Backend Developer,8-12 LPA,Product-Based Company
16,0,0,0,1,2,1,1.1,0.228,1,Full Stack Developer,5-8 LPA,Service-Based Company
3,0,1,1,0,12,1,1.5,0.813,1,Data Analyst,8-12 LPA,Mid-Size Tech / Startup
11,0,1,1,0,6,0,1.9,0.296,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
13,1,0,1,0,12,1,1.0,0.134,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
7,1,1,1,1,7,0,3.8,0.43,1,DevOps / Cloud Engineer,12-20 LPA,Mid-Size Tech / Startup
18,1,0,1,0,0,1,0.9,0.215,1,Full Stack Developer,8-12 LPA,Service-Based Company
14,1,0,1,0,12,0,3.9,0.695,1,Machine Learning Engineer,12-20 LPA,Service-Based Company
5,1,0,1,0,9,0,3.9,0.877,1,Data Analyst,8-12 LPA,Service-Based Company
2,1,0,1,0,7,0,3.9,0.76,1,Backend Developer,8-12 LPA,Service-Based Company
7,0,1,1,0,0,1,1.8,0.401,1,Backend Developer,8-12 LPA,Mid-Size Tech / Startup
7,1,1,1,1,9,1,2.2,0.17,1,DevOps / Cloud Engineer,12-20 LPA,Mid-Size Tech / Startup
9,1,1,1,1,11,0,0.1,0.472,1,Frontend Developer,8-12 LPA,Product-Based Company
8,1,0,1,1,3,1,2.0,0.664,1,Backend Developer,8-12 LPA,Service-Based Company
11,0,1,1,1,2,0,0.1,0.209,1,Backend Developer,5-8 LPA,Product-Based Company
7,0,1,1,1,8,1,2.4,0.15,1,DevOps / Cloud Engineer,12-20 LPA,Mid-Size Tech / Startup
3,0,1,1,1,1,1,2.6,0.469,1,Backend Developer,8-12 LPA,Mid-Size Tech / Startup
12,1,0,1,1,11,0,1.2,0.321,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
8,1,0,1,0,10,1,2.2,0.671,1,Backend Developer,8-12 LPA,Service-Based Company
4,1,1,1,1,6,1,0.7,0.284,1,DevOps / Cloud Engineer,8-12 LPA,Mid-Size Tech / Startup
18,1,1,1,0,5,1,1.6,0.748,1,Backend Developer,8-12 LPA,Product-Based Company
11,1,1,1,1,11,0,3.8,0.558,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
2,1,1,1,1,4,0,3.9,0.319,1,Frontend Developer,12-20 LPA,Mid-Size Tech / Startup
1,1,1,1,1,8,1,3.7,0.258,1,DevOps / Cloud Engineer,12-20 LPA,Mid-Size Tech / Startup
5,1,1,1,0,4,0,1.6,0.322,1,Full Stack Developer,8-12 LPA,Mid-Size Tech / Startup
11,1,0,1,1,9,1,0.4,0.757,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
13,0,0,1,0,6,1,3.5,0.888,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
8,1,1,1,1,10,0,1.2,0.142,1,Backend Developer,8-12 LPA,Mid-Size Tech / Startup
17,1,0,1,1,7,1,2.3,0.192,1,Machine Learning Engineer,12-20 LPA,Service-Based Company
8,1,1,1,0,7,1,0.2,0.508,1,Backend Developer,8-12 LPA,Mid-Size Tech / Startup
5,1,1,1,0,9,0,2.5,0.853,1,Data Analyst,8-12 LPA,Mid-Size Tech / Startup
8,0,1,1,1,1,0,1.7,0.474,1,Frontend Developer,5-8 LPA,Mid-Size Tech / Startup
1,1,0,1,1,12,1,0.6,0.145,1,Data Analyst,8-12 LPA,Service-Based Company
7,1,0,1,0,11,0,3.8,0.251,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
11,1,0,1,0,3,1,0.8,0.659,1,Frontend Developer,8-12 LPA,Service-Based Company
9,1,1,1,1,10,0,2.3,0.779,1,Full Stack Developer,12-20 LPA,Product-Based Company
10,1,1,1,1,0,0,2.6,0.778,1,Frontend Developer,12-20 LPA,Product-Based Company
12,1,0,1,1,3,1,2.0,0.826,1,Frontend Developer,12-20 LPA,Service-Based Company
18,0,0,1,1,11,0,1.0,0.642,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
10,1,1,1,0,5,0,1.2,0.613,1,Backend Developer,8-12 LPA,Product-Based Company
13,1,1,0,1,4,0,1.4,0.502,1,Frontend Developer,8-12 LPA,Product-Based Company
5,0,1,1,1,10,1,1.7,0.686,1,Backend Developer,8-12 LPA,Mid-Size Tech / Startup
15,1,0,1,1,12,0,0.6,0.805,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
17,1,1,1,1,10,1,3.7,0.425,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
4,0,1,1,0,5,1,1.7,0.521,1,Backend Developer,8-12 LPA,Mid-Size Tech / Startup
15,1,1,1,1,2,1,0.4,0.289,1,Frontend Developer,8-12 LPA,Product-Based Company
9,1,1,1,0,0,0,2.8,0.588,1,Full Stack Developer,8-12 LPA,Product-Based Company
17,1,1,1,0,6,1,0.6,0.297,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
1,1,1,1,1,3,1,0.3,0.549,1,Backend Developer,8-12 LPA,Mid-Size Tech / Startup
11,1,1,1,1,9,1,1.5,0.42,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
18,1,1,1,1,7,1,3.5,0.351,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
17,1,1,0,0,12,1,0.2,0.398,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
10,1,1,1,0,8,1,1.9,0.761,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
15,0,1,1,1,11,1,1.6,0.431,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
7,1,0,1,1,11,1,2.9,0.226,1,DevOps / Cloud Engineer,12-20 LPA,Service-Based Company
3,0,1,1,1,6,1,3.9,0.726,1,Backend Developer,8-12 LPA,Mid-Size Tech / Startup
2,1,1,1,1,2,0,0.6,0.887,1,Data Analyst,5-8 LPA,Mid-Size Tech / Startup
14,1,1,1,0,2,0,0.5,0.307,1,Full Stack Developer,8-12 LPA,Product-Based Company
15,1,1,1,1,7,0,2.4,0.587,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
15,1,0,1,0,8,0,2.5,0.312,1,Machine Learning Engineer,12-20 LPA,Service-Based Company
12,0,1,1,1,4,0,0.4,0.211,1,Backend Developer,8-12 LPA,Product-Based Company
6,0,0,1,1,9,1,0.7,0.566,1,DevOps / Cloud Engineer,5-8 LPA,Service-Based Company
2,0,0,1,0,1,1,3.4,0.166,1,Backend Developer,5-8 LPA,Service-Based Company
16,0,1,1,1,8,0,0.8,0.159,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
17,1,1,1,1,11,0,2.4,0.424,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
9,1,1,1,0,9,1,2.9,0.609,1,Frontend Developer,12-20 LPA,Product-Based Company
8,1,1,0,0,10,1,2.9,0.312,1,Frontend Developer,12-20 LPA,Mid-Size Tech / Startup
14,1,0,1,1,0,1,2.8,0.36,1,Frontend Developer,12-20 LPA,Service-Based Company
18,1,0,1,0,11,1,3.8,0.279,1,Machine Learning Engineer,12-20 LPA,Service-Based Company
7,1,0,1,1,12,0,0.5,0.259,1,DevOps / Cloud Engineer,8-12 LPA,Service-Based Company
18,1,1,1,1,0,1,1.2,0.842,1,Frontend Developer,8-12 LPA,Product-Based Company
11,1,0,1,0,12,0,3.9,0.387,1,Machine Learning Engineer,12-20 LPA,Service-Based Company
13,1,1,1,0,9,0,3.1,0.415,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
11,1,0,1,1,5,1,3.8,0.321,1,Backend Developer,12-20 LPA,Service-Based Company
2,1,1,1,0,7,1,0.6,0.448,1,Backend Developer,8-12 LPA,Mid-Size Tech / Startup
17,1,0,1,0,8,1,0.5,0.841,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
17,0,0,0,1,1,0,3.6,0.205,1,Frontend Developer,8-12 LPA,Service-Based Company
10,0,1,1,0,3,0,1.1,0.426,1,Backend Developer,5-8 LPA,Product-Based Company
5,0,0,1,1,1,0,1.4,0.426,1,Backend Developer,3-5 LPA,Service-Based Company
5,1,1,1,0,4,1,1.4,0.554,1,Data Analyst,8-12 LPA,Mid-Size Tech / Startup
4,1,0,1,1,9,1,2.8,0.556,1,Backend Developer,8-12 LPA,Service-Based Company
10,1,0,1,1,1,1,3.0,0.576,1,Frontend Developer,12-20 LPA,Service-Based Company
15,0,0,1,1,7,0,0.9,0.731,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
9,1,1,1,1,12,1,1.3,0.599,1,Backend Developer,8-12 LPA,Product-Based Company
16,1,0,1,1,2,1,1.6,0.831,1,Full Stack Developer,8-12 LPA,Service-Based Company
11,1,0,1,1,9,1,2.5,0.661,1,Machine Learning Engineer,12-20 LPA,Service-Based Company
3,1,1,1,1,6,1,1.4,0.81,1,Data Analyst,8-12 LPA,Mid-Size Tech / Startup
6,1,0,1,1,7,0,2.4,0.433,1,DevOps / Cloud Engineer,8-12 LPA,Service-Based Company
6,1,1,1,1,9,1,1.5,0.606,1,DevOps / Cloud Engineer,8-12 LPA,Mid-Size Tech / Startup
2,0,1,1,1,10,1,3.0,0.776,1,Backend Developer,8-12 LPA,Mid-Size Tech / Startup
15,0,1,1,1,10,0,3.8,0.545,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
12,1,1,1,1,2,1,0.2,0.662,1,Frontend Developer,8-12 LPA,Product-Based Company
12,0,0,0,0,9,0,1.3,0.491,0,Machine Learning Engineer,5-8 LPA,Government / PSU
13,1,0,1,0,8,0,3.7,0.527,1,Machine Learning Engineer,12-20 LPA,Service-Based Company
